dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 256
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
chunks: 4
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: mmd_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-mmd_vq_transplant_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_256_8_4_1
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: mmd_vq_refinement_False
saver_name_pre: mmd_vq_refinement_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1838, rec_loss 0.0210, lpips_loss 0.1773, g_loss -0.0068, disc_weight 0.4000, disc_adaptive_weight 3.7221, d_loss 2.3982, logits_real 0.0509, logits_fake 0.0029,
Train Epoch: [4/5] Iters:[16120/20018] gen_loss 0.2176, rec_loss 0.0281, lpips_loss 0.1759, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.9192, d_loss 0.4002, logits_real -0.0029, logits_fake -0.0027,
Train Epoch: [4/5] Iters:[16130/20018] gen_loss 0.2161, rec_loss 0.0283, lpips_loss 0.1757, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.9223, d_loss 0.4002, logits_real -0.0026, logits_fake -0.0022,
Train Epoch: [4/5] Iters:[16140/20018] gen_loss 0.2155, rec_loss 0.0286, lpips_loss 0.1767, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 4.9384, d_loss 0.4002, logits_real -0.0021, logits_fake -0.0019,
Train Epoch: [4/5] Iters:[16150/20018] gen_loss 0.2132, rec_loss 0.0283, lpips_loss 0.1761, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.8425, d_loss 0.4002, logits_real -0.0017, logits_fake -0.0016,
Train Epoch: [4/5] Iters:[16160/20018] gen_loss 0.2119, rec_loss 0.0284, lpips_loss 0.1761, g_loss 0.0015, disc_weight 0.4000, disc_adaptive_weight 4.7841, d_loss 0.4001, logits_real -0.0013, logits_fake -0.0014,
Train Epoch: [4/5] Iters:[16170/20018] gen_loss 0.2112, rec_loss 0.0281, lpips_loss 0.1764, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 4.8337, d_loss 0.4001, logits_real -0.0011, logits_fake -0.0013,
Train Epoch: [4/5] Iters:[16180/20018] gen_loss 0.2113, rec_loss 0.0277, lpips_loss 0.1764, g_loss 0.0015, disc_weight 0.4000, disc_adaptive_weight 4.8153, d_loss 0.4001, logits_real -0.0013, logits_fake -0.0017,
Train Epoch: [4/5] Iters:[16190/20018] gen_loss 0.2101, rec_loss 0.0272, lpips_loss 0.1746, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.7030, d_loss 0.4001, logits_real -0.0015, logits_fake -0.0019,
Train Epoch: [4/5] Iters:[16200/20018] gen_loss 0.2107, rec_loss 0.0272, lpips_loss 0.1753, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.5551, d_loss 0.4001, logits_real -0.0018, logits_fake -0.0020,
Train Epoch: [4/5] Iters:[16210/20018] gen_loss 0.2108, rec_loss 0.0270, lpips_loss 0.1752, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.5108, d_loss 0.4001, logits_real -0.0021, logits_fake -0.0023,
Train Epoch: [4/5] Iters:[16220/20018] gen_loss 0.2114, rec_loss 0.0265, lpips_loss 0.1744, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 4.4791, d_loss 0.4002, logits_real -0.0027, logits_fake -0.0027,
Train Epoch: [4/5] Iters:[16230/20018] gen_loss 0.2110, rec_loss 0.0259, lpips_loss 0.1741, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.4180, d_loss 0.4002, logits_real -0.0027, logits_fake -0.0027,
Train Epoch: [4/5] Iters:[16240/20018] gen_loss 0.2118, rec_loss 0.0261, lpips_loss 0.1743, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.4063, d_loss 0.4002, logits_real -0.0028, logits_fake -0.0028,
Train Epoch: [4/5] Iters:[16250/20018] gen_loss 0.2119, rec_loss 0.0254, lpips_loss 0.1732, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.4506, d_loss 0.4002, logits_real -0.0030, logits_fake -0.0030,
Train Epoch: [4/5] Iters:[16260/20018] gen_loss 0.2130, rec_loss 0.0257, lpips_loss 0.1733, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.5063, d_loss 0.4002, logits_real -0.0031, logits_fake -0.0031,
Train Epoch: [4/5] Iters:[16270/20018] gen_loss 0.2143, rec_loss 0.0263, lpips_loss 0.1750, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.4287, d_loss 0.4002, logits_real -0.0028, logits_fake -0.0028,
Train Epoch: [4/5] Iters:[16280/20018] gen_loss 0.2145, rec_loss 0.0267, lpips_loss 0.1759, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.4114, d_loss 0.4001, logits_real -0.0025, logits_fake -0.0026,
Train Epoch: [4/5] Iters:[16290/20018] gen_loss 0.2136, rec_loss 0.0266, lpips_loss 0.1761, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.4693, d_loss 0.4001, logits_real -0.0022, logits_fake -0.0023,
Train Epoch: [4/5] Iters:[16300/20018] gen_loss 0.2129, rec_loss 0.0270, lpips_loss 0.1773, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.4751, d_loss 0.4001, logits_real -0.0017, logits_fake -0.0019,
Train Epoch: [4/5] Iters:[16310/20018] gen_loss 0.2096, rec_loss 0.0267, lpips_loss 0.1757, g_loss 0.0015, disc_weight 0.4000, disc_adaptive_weight 4.5784, d_loss 0.4001, logits_real -0.0013, logits_fake -0.0016,
Train Epoch: [4/5] Iters:[16320/20018] gen_loss 0.2057, rec_loss 0.0260, lpips_loss 0.1736, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 4.6744, d_loss 0.4001, logits_real -0.0011, logits_fake -0.0015,
Train Epoch: [4/5] Iters:[16330/20018] gen_loss 0.2057, rec_loss 0.0265, lpips_loss 0.1737, g_loss 0.0011, disc_weight 0.4000, disc_adaptive_weight 4.7538, d_loss 0.4001, logits_real -0.0009, logits_fake -0.0014,
Train Epoch: [4/5] Iters:[16340/20018] gen_loss 0.2060, rec_loss 0.0262, lpips_loss 0.1736, g_loss 0.0012, disc_weight 0.4000, disc_adaptive_weight 4.8808, d_loss 0.4001, logits_real -0.0010, logits_fake -0.0015,
Train Epoch: [4/5] Iters:[16350/20018] gen_loss 0.2064, rec_loss 0.0261, lpips_loss 0.1737, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 4.7796, d_loss 0.4001, logits_real -0.0013, logits_fake -0.0015,
Train Epoch: [4/5] Iters:[16360/20018] gen_loss 0.2096, rec_loss 0.0262, lpips_loss 0.1748, g_loss 0.0016, disc_weight 0.4000, disc_adaptive_weight 4.9463, d_loss 0.4001, logits_real -0.0016, logits_fake -0.0020,
Train Epoch: [4/5] Iters:[16370/20018] gen_loss 0.2137, rec_loss 0.0267, lpips_loss 0.1759, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.9466, d_loss 0.4001, logits_real -0.0022, logits_fake -0.0024,
Train Epoch: [4/5] Iters:[16380/20018] gen_loss 0.2154, rec_loss 0.0271, lpips_loss 0.1762, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.9166, d_loss 0.4002, logits_real -0.0028, logits_fake -0.0026,
Train Epoch: [4/5] Iters:[16390/20018] gen_loss 0.2174, rec_loss 0.0280, lpips_loss 0.1770, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.9244, d_loss 0.4002, logits_real -0.0029, logits_fake -0.0027,
Train Epoch: [4/5] Iters:[16400/20018] gen_loss 0.2172, rec_loss 0.0280, lpips_loss 0.1766, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 5.1226, d_loss 0.4002, logits_real -0.0028, logits_fake -0.0027,
Train Epoch: [4/5] Iters:[16410/20018] gen_loss 0.2156, rec_loss 0.0283, lpips_loss 0.1767, g_loss 0.0021, disc_weight 0.4000, disc_adaptive_weight 4.9111, d_loss 0.4002, logits_real -0.0026, logits_fake -0.0022,
Train Epoch: [4/5] Iters:[16420/20018] gen_loss 0.2128, rec_loss 0.0285, lpips_loss 0.1770, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 4.7753, d_loss 0.4002, logits_real -0.0016, logits_fake -0.0014,
Train Epoch: [4/5] Iters:[16430/20018] gen_loss 0.2099, rec_loss 0.0281, lpips_loss 0.1767, g_loss 0.0010, disc_weight 0.4000, disc_adaptive_weight 4.7267, d_loss 0.4002, logits_real -0.0010, logits_fake -0.0010,
Train Epoch: [4/5] Iters:[16440/20018] gen_loss 0.2080, rec_loss 0.0278, lpips_loss 0.1771, g_loss 0.0007, disc_weight 0.4000, disc_adaptive_weight 4.5291, d_loss 0.4002, logits_real -0.0006, logits_fake -0.0006,
Train Epoch: [4/5] Iters:[16450/20018] gen_loss 0.2074, rec_loss 0.0277, lpips_loss 0.1763, g_loss 0.0008, disc_weight 0.4000, disc_adaptive_weight 4.3806, d_loss 0.4001, logits_real -0.0007, logits_fake -0.0008,
Train Epoch: [4/5] Iters:[16460/20018] gen_loss 0.2073, rec_loss 0.0272, lpips_loss 0.1759, g_loss 0.0010, disc_weight 0.4000, disc_adaptive_weight 4.3432, d_loss 0.4002, logits_real -0.0009, logits_fake -0.0009,
Train Epoch: [4/5] Iters:[16470/20018] gen_loss 0.2084, rec_loss 0.0268, lpips_loss 0.1751, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 4.5265, d_loss 0.4002, logits_real -0.0015, logits_fake -0.0013,
Train Epoch: [4/5] Iters:[16480/20018] gen_loss 0.2095, rec_loss 0.0266, lpips_loss 0.1743, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.4942, d_loss 0.4002, logits_real -0.0020, logits_fake -0.0019,
Train Epoch: [4/5] Iters:[16490/20018] gen_loss 0.2121, rec_loss 0.0270, lpips_loss 0.1742, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.6357, d_loss 0.4002, logits_real -0.0026, logits_fake -0.0026,
Train Epoch: [4/5] Iters:[16500/20018] gen_loss 0.2131, rec_loss 0.0269, lpips_loss 0.1743, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.6041, d_loss 0.4002, logits_real -0.0028, logits_fake -0.0029,
Train Epoch: [4/5] Iters:[16510/20018] gen_loss 0.2169, rec_loss 0.0268, lpips_loss 0.1746, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.9587, d_loss 0.4001, logits_real -0.0033, logits_fake -0.0033,
Train Epoch: [4/5] Iters:[16520/20018] gen_loss 0.2184, rec_loss 0.0272, lpips_loss 0.1746, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.8199, d_loss 0.4001, logits_real -0.0036, logits_fake -0.0038,
Train Epoch: [4/5] Iters:[16530/20018] gen_loss 0.2206, rec_loss 0.0276, lpips_loss 0.1753, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.8178, d_loss 0.4001, logits_real -0.0038, logits_fake -0.0039,
Train Epoch: [4/5] Iters:[16540/20018] gen_loss 0.2201, rec_loss 0.0275, lpips_loss 0.1750, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.7446, d_loss 0.4002, logits_real -0.0038, logits_fake -0.0037,
Train Epoch: [4/5] Iters:[16550/20018] gen_loss 0.2198, rec_loss 0.0272, lpips_loss 0.1740, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 5.1009, d_loss 0.4002, logits_real -0.0038, logits_fake -0.0034,
Train Epoch: [4/5] Iters:[16560/20018] gen_loss 0.2181, rec_loss 0.0280, lpips_loss 0.1748, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.9718, d_loss 0.4003, logits_real -0.0034, logits_fake -0.0029,
Train Epoch: [4/5] Iters:[16570/20018] gen_loss 0.2168, rec_loss 0.0276, lpips_loss 0.1750, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 5.1011, d_loss 0.4003, logits_real -0.0030, logits_fake -0.0024,
Train Epoch: [4/5] Iters:[16580/20018] gen_loss 0.2155, rec_loss 0.0272, lpips_loss 0.1749, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.9871, d_loss 0.4003, logits_real -0.0031, logits_fake -0.0025,
Train Epoch: [4/5] Iters:[16590/20018] gen_loss 0.2157, rec_loss 0.0271, lpips_loss 0.1751, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.9393, d_loss 0.4003, logits_real -0.0030, logits_fake -0.0025,
Train Epoch: [4/5] Iters:[16600/20018] gen_loss 0.2172, rec_loss 0.0277, lpips_loss 0.1773, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.6308, d_loss 0.4002, logits_real -0.0029, logits_fake -0.0026,
Train Epoch: [4/5] Iters:[16610/20018] gen_loss 0.2156, rec_loss 0.0272, lpips_loss 0.1764, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.5086, d_loss 0.4001, logits_real -0.0029, logits_fake -0.0029,
Train Epoch: [4/5] Iters:[16620/20018] gen_loss 0.2153, rec_loss 0.0270, lpips_loss 0.1761, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.5747, d_loss 0.4001, logits_real -0.0031, logits_fake -0.0031,
Train Epoch: [4/5] Iters:[16630/20018] gen_loss 0.2164, rec_loss 0.0271, lpips_loss 0.1763, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.9446, d_loss 0.4002, logits_real -0.0028, logits_fake -0.0028,
Train Epoch: [4/5] Iters:[16640/20018] gen_loss 0.2157, rec_loss 0.0272, lpips_loss 0.1762, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 5.0855, d_loss 0.4002, logits_real -0.0027, logits_fake -0.0026,
Train Epoch: [4/5] Iters:[16650/20018] gen_loss 0.2146, rec_loss 0.0270, lpips_loss 0.1752, g_loss 0.0023, disc_weight 0.4000, disc_adaptive_weight 5.3192, d_loss 0.4002, logits_real -0.0026, logits_fake -0.0024,
Train Epoch: [4/5] Iters:[16660/20018] gen_loss 0.2142, rec_loss 0.0268, lpips_loss 0.1748, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 5.1631, d_loss 0.4002, logits_real -0.0027, logits_fake -0.0025,
Train Epoch: [4/5] Iters:[16670/20018] gen_loss 0.2152, rec_loss 0.0270, lpips_loss 0.1752, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 5.0670, d_loss 0.4002, logits_real -0.0027, logits_fake -0.0025,
Train Epoch: [4/5] Iters:[16680/20018] gen_loss 0.2163, rec_loss 0.0272, lpips_loss 0.1756, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.9958, d_loss 0.4001, logits_real -0.0029, logits_fake -0.0029,
Train Epoch: [4/5] Iters:[16690/20018] gen_loss 0.2186, rec_loss 0.0270, lpips_loss 0.1745, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 5.1688, d_loss 0.4001, logits_real -0.0032, logits_fake -0.0034,
Train Epoch: [4/5] Iters:[16700/20018] gen_loss 0.2213, rec_loss 0.0272, lpips_loss 0.1746, g_loss 0.0038, disc_weight 0.4000, disc_adaptive_weight 4.9380, d_loss 0.4001, logits_real -0.0037, logits_fake -0.0040,
Train Epoch: [4/5] Iters:[16710/20018] gen_loss 0.2246, rec_loss 0.0270, lpips_loss 0.1750, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 5.1236, d_loss 0.4001, logits_real -0.0040, logits_fake -0.0044,
Train Epoch: [4/5] Iters:[16720/20018] gen_loss 0.2285, rec_loss 0.0273, lpips_loss 0.1761, g_loss 0.0046, disc_weight 0.4000, disc_adaptive_weight 5.2687, d_loss 0.4001, logits_real -0.0042, logits_fake -0.0046,
Train Epoch: [4/5] Iters:[16730/20018] gen_loss 0.2279, rec_loss 0.0271, lpips_loss 0.1750, g_loss 0.0047, disc_weight 0.4000, disc_adaptive_weight 5.2714, d_loss 0.4001, logits_real -0.0045, logits_fake -0.0047,
Train Epoch: [4/5] Iters:[16740/20018] gen_loss 0.2274, rec_loss 0.0273, lpips_loss 0.1765, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 5.0775, d_loss 0.4002, logits_real -0.0045, logits_fake -0.0045,
Train Epoch: [4/5] Iters:[16750/20018] gen_loss 0.2262, rec_loss 0.0270, lpips_loss 0.1763, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 5.1826, d_loss 0.4002, logits_real -0.0043, logits_fake -0.0041,
Train Epoch: [4/5] Iters:[16760/20018] gen_loss 0.2249, rec_loss 0.0275, lpips_loss 0.1768, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 5.1107, d_loss 0.4002, logits_real -0.0040, logits_fake -0.0036,
Train Epoch: [4/5] Iters:[16770/20018] gen_loss 0.2200, rec_loss 0.0268, lpips_loss 0.1753, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.9946, d_loss 0.4003, logits_real -0.0037, logits_fake -0.0032,
Train Epoch: [4/5] Iters:[16780/20018] gen_loss 0.2188, rec_loss 0.0270, lpips_loss 0.1752, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 5.0494, d_loss 0.4002, logits_real -0.0032, logits_fake -0.0030,
Train Epoch: [4/5] Iters:[16790/20018] gen_loss 0.2173, rec_loss 0.0264, lpips_loss 0.1746, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 5.0635, d_loss 0.4001, logits_real -0.0032, logits_fake -0.0032,
Train Epoch: [4/5] Iters:[16800/20018] gen_loss 0.2168, rec_loss 0.0266, lpips_loss 0.1745, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 5.1354, d_loss 0.4001, logits_real -0.0031, logits_fake -0.0032,
Train Epoch: [4/5] Iters:[16810/20018] gen_loss 0.2162, rec_loss 0.0261, lpips_loss 0.1737, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 5.0844, d_loss 0.4001, logits_real -0.0033, logits_fake -0.0034,
Train Epoch: [4/5] Iters:[16820/20018] gen_loss 0.2178, rec_loss 0.0266, lpips_loss 0.1745, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 5.1159, d_loss 0.4001, logits_real -0.0034, logits_fake -0.0035,
Train Epoch: [4/5] Iters:[16830/20018] gen_loss 0.2180, rec_loss 0.0267, lpips_loss 0.1753, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 5.0421, d_loss 0.4002, logits_real -0.0034, logits_fake -0.0032,
Train Epoch: [4/5] Iters:[16840/20018] gen_loss 0.2157, rec_loss 0.0267, lpips_loss 0.1752, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.9767, d_loss 0.4002, logits_real -0.0029, logits_fake -0.0028,
Train Epoch: [4/5] Iters:[16850/20018] gen_loss 0.2140, rec_loss 0.0264, lpips_loss 0.1749, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.9238, d_loss 0.4002, logits_real -0.0029, logits_fake -0.0027,
Train Epoch: [4/5] Iters:[16860/20018] gen_loss 0.2140, rec_loss 0.0271, lpips_loss 0.1756, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 4.9581, d_loss 0.4002, logits_real -0.0025, logits_fake -0.0025,
Train Epoch: [4/5] Iters:[16870/20018] gen_loss 0.2123, rec_loss 0.0271, lpips_loss 0.1746, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 5.0632, d_loss 0.4001, logits_real -0.0023, logits_fake -0.0023,
Train Epoch: [4/5] Iters:[16880/20018] gen_loss 0.2118, rec_loss 0.0271, lpips_loss 0.1748, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 5.1403, d_loss 0.4001, logits_real -0.0023, logits_fake -0.0023,
Train Epoch: [4/5] Iters:[16890/20018] gen_loss 0.2138, rec_loss 0.0279, lpips_loss 0.1753, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 5.1984, d_loss 0.4002, logits_real -0.0024, logits_fake -0.0024,
Train Epoch: [4/5] Iters:[16900/20018] gen_loss 0.2155, rec_loss 0.0283, lpips_loss 0.1752, g_loss 0.0022, disc_weight 0.4000, disc_adaptive_weight 5.2072, d_loss 0.4002, logits_real -0.0025, logits_fake -0.0024,
Train Epoch: [4/5] Iters:[16910/20018] gen_loss 0.2172, rec_loss 0.0278, lpips_loss 0.1740, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 5.4500, d_loss 0.4002, logits_real -0.0028, logits_fake -0.0026,
Train Epoch: [4/5] Iters:[16920/20018] gen_loss 0.2210, rec_loss 0.0283, lpips_loss 0.1759, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 5.5923, d_loss 0.4002, logits_real -0.0032, logits_fake -0.0028,
Train Epoch: [4/5] Iters:[16930/20018] gen_loss 0.2220, rec_loss 0.0280, lpips_loss 0.1760, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 5.5726, d_loss 0.4003, logits_real -0.0036, logits_fake -0.0030,
Train Epoch: [4/5] Iters:[16940/20018] gen_loss 0.2204, rec_loss 0.0275, lpips_loss 0.1747, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 5.7105, d_loss 0.4003, logits_real -0.0036, logits_fake -0.0030,
Train Epoch: [4/5] Iters:[16950/20018] gen_loss 0.2209, rec_loss 0.0281, lpips_loss 0.1753, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 5.7607, d_loss 0.4003, logits_real -0.0037, logits_fake -0.0030,
Train Epoch: [4/5] Iters:[16960/20018] gen_loss 0.2188, rec_loss 0.0279, lpips_loss 0.1749, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 5.5969, d_loss 0.4003, logits_real -0.0036, logits_fake -0.0030,
Train Epoch: [4/5] Iters:[16970/20018] gen_loss 0.2156, rec_loss 0.0273, lpips_loss 0.1737, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 5.1972, d_loss 0.4003, logits_real -0.0035, logits_fake -0.0030,
Train Epoch: [4/5] Iters:[16980/20018] gen_loss 0.2145, rec_loss 0.0277, lpips_loss 0.1733, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 5.0548, d_loss 0.4002, logits_real -0.0032, logits_fake -0.0030,
Train Epoch: [4/5] Iters:[16990/20018] gen_loss 0.2164, rec_loss 0.0277, lpips_loss 0.1746, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.8487, d_loss 0.4002, logits_real -0.0034, logits_fake -0.0033,
Train Epoch: [4/5] Iters:[17000/20018] gen_loss 0.2171, rec_loss 0.0270, lpips_loss 0.1749, g_loss 0.0032, disc_weight 0.4000, disc_adaptive_weight 4.7655, d_loss 0.4001, logits_real -0.0035, logits_fake -0.0035,
Train Epoch: [4/5] Iters:[17010/20018] gen_loss 0.2197, rec_loss 0.0273, lpips_loss 0.1769, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 4.6670, d_loss 0.4002, logits_real -0.0036, logits_fake -0.0034,
Train Epoch: [4/5] Iters:[17020/20018] gen_loss 0.2220, rec_loss 0.0273, lpips_loss 0.1772, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.7675, d_loss 0.4002, logits_real -0.0038, logits_fake -0.0037,
Train Epoch: [4/5] Iters:[17030/20018] gen_loss 0.2218, rec_loss 0.0269, lpips_loss 0.1763, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.7530, d_loss 0.4002, logits_real -0.0040, logits_fake -0.0039,
Train Epoch: [4/5] Iters:[17040/20018] gen_loss 0.2229, rec_loss 0.0264, lpips_loss 0.1757, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 4.8812, d_loss 0.4002, logits_real -0.0041, logits_fake -0.0041,
Train Epoch: [4/5] Iters:[17050/20018] gen_loss 0.2213, rec_loss 0.0266, lpips_loss 0.1752, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 4.8550, d_loss 0.4002, logits_real -0.0038, logits_fake -0.0039,
Train Epoch: [4/5] Iters:[17060/20018] gen_loss 0.2195, rec_loss 0.0264, lpips_loss 0.1742, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.8884, d_loss 0.4001, logits_real -0.0038, logits_fake -0.0041,
Train Epoch: [4/5] Iters:[17070/20018] gen_loss 0.2189, rec_loss 0.0262, lpips_loss 0.1744, g_loss 0.0038, disc_weight 0.4000, disc_adaptive_weight 4.7319, d_loss 0.4001, logits_real -0.0038, logits_fake -0.0039,
Train Epoch: [4/5] Iters:[17080/20018] gen_loss 0.2197, rec_loss 0.0265, lpips_loss 0.1751, g_loss 0.0038, disc_weight 0.4000, disc_adaptive_weight 4.6701, d_loss 0.4001, logits_real -0.0038, logits_fake -0.0038,
Train Epoch: [4/5] Iters:[17090/20018] gen_loss 0.2183, rec_loss 0.0266, lpips_loss 0.1752, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.5907, d_loss 0.4002, logits_real -0.0037, logits_fake -0.0035,
Train Epoch: [4/5] Iters:[17100/20018] gen_loss 0.2186, rec_loss 0.0261, lpips_loss 0.1751, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.6656, d_loss 0.4002, logits_real -0.0038, logits_fake -0.0035,
Train Epoch: [4/5] Iters:[17110/20018] gen_loss 0.2183, rec_loss 0.0261, lpips_loss 0.1751, g_loss 0.0037, disc_weight 0.4000, disc_adaptive_weight 4.5872, d_loss 0.4002, logits_real -0.0037, logits_fake -0.0035,
